"Region","Type","Category","Merchant_ID","Terminal_ID","Swipe_Amount_M1","Swipe_Amount_M2","Inactivity_Band"
"Region1","holding","Airline",1060330,50026560,353717.788910959,363042.013150174,"2 Months old Terminal"
"Region1","holding","Airline",1029236,50030125,251389.699527761,490114.871985745,"4 - 12  Months Old Terminal"
"Region1","holding","Airline",1005852,50019119,315913.455256028,385118.009173311,"> 12 Months"
"Region1","holding","Airline",1018781,50080144,157358.626962174,61212.9429641645,"2 Months old Terminal"
"Region1","holding","Airline",1052915,50027158,46537.6052253414,306546.523174969,"New Terminal Inactive"
"Region1","holding","Airline",1084271,50059448,386482.838497963,384943.780128378,"3 Months Old Terminal"
"Region1","holding","Airline",1010993,50098517,72666.9871830381,10063.5097788181,"4 - 12  Months Old Terminal"
"Region1","holding","Airline",1035121,50028226,382662.634935929,455300.828889012,"3 Months Old Terminal"
"Region1","holding","Airline",1098110,50007371,422935.619367287,65740.8509859815,"2 Months old Terminal"
"Region1","holding","Airline",1097493,50011293,153475.019834703,6710.87464829907,"4 - 12  Months Old Terminal"
"Region1","holding","Hardware Store",1003289,50072101,279954.509612871,297382.881494937,"3 Months Old Terminal"
"Region1","holding","Hardware Store",1098710,50003132,361443.381673656,467511.996522779,"2 Months old Terminal"
"Region1","holding","Hardware Store",1039868,50078249,40639.8860379122,275155.430656159,"3 Months Old Terminal"
"Region1","holding","Hardware Store",1098425,50030894,291290.971530834,3061.07244989835,"4 - 12  Months Old Terminal"
"Region1","holding","Hardware Store",1044175,50060674,453042.844535783,449555.094384588,"4 - 12  Months Old Terminal"
"Region1","holding","Hardware Store",1063525,50060898,21023.260764312,345433.212115429,"4 - 12  Months Old Terminal"
"Region1","holding","Hardware Store",1041201,50096027,330925.13287114,277538.568778196,"3 Months Old Terminal"
"Region1","holding","Hardware Store",1028042,50091695,490823.095204076,86943.729159655,"2 Months old Terminal"
"Region1","holding","Hardware Store",1015132,50012053,49957.8903818037,257901.520757005,"2 Months old Terminal"
"Region1","holding","Hardware Store",1015415,50078807,425456.942593213,278665.543779032,"3 Months Old Terminal"
"Region1","holding","Hardware Store",1098063,50025298,321785.510417772,74280.0228591077,"> 12 Months"
"Region1","holding","Hardware Store",1094709,50000312,409850.735628046,499769.982019905,"New Terminal Inactive"
"Region1","holding","Hardware Store",1051013,50063924,417210.012301104,446296.418079874,"4 - 12  Months Old Terminal"
"Region1","holding","Hardware Store",1000715,50059561,230870.964825852,146513.500323985,"> 12 Months"
"Region1","holding","Hardware Store",1067484,50054484,13757.3018458206,130820.123523707,"4 - 12  Months Old Terminal"
"Region1","holding","Hardware Store",1096766,50061083,229890.34476853,499303.437913768,"2 Months old Terminal"
"Region1","holding","Hardware Store",1077735,50073934,101082.561554154,208906.487888889,"> 12 Months"
"Region1","holding","Hardware Store",1018505,50064359,277299.519909546,138696.328567807,"2 Months old Terminal"
"Region1","holding","Hardware Store",1044783,50055637,455152.234361973,220016.134752892,"4 - 12  Months Old Terminal"
"Region1","holding","Hardware Store",1083895,50075783,71113.5506501887,284532.883827109,"New Terminal Inactive"
"Region1","holding","Hardware Store",1064780,50089554,302662.310617045,175486.681929091,"New Terminal Inactive"
"Region1","holding","Hardware Store",1095603,50096810,219929.617097834,92740.6292490195,"> 12 Months"
"Region1","holding","Computer Store",1010006,50093090,334088.670616969,168743.682889966,"New Terminal Inactive"
"Region1","holding","Computer Store",1092641,50014815,105873.992206994,427262.749200454,"New Terminal Inactive"
"Region1","holding","Computer Store",1037868,50027631,429760.727828834,432517.720413394,"New Terminal Inactive"
"Region1","holding","Computer Store",1043614,50058226,197722.893110476,492622.316597961,"2 Months old Terminal"
"Region1","holding","Computer Store",1019813,50040297,51253.1466982327,11640.1107381098,"2 Months old Terminal"
"Region1","holding","Computer Store",1042605,50083284,254319.770353381,375439.996695612,"4 - 12  Months Old Terminal"
"Region1","holding","Computer Store",1071219,50085215,104054.708292009,170682.418626966,"New Terminal Inactive"
"Region1","holding","Computer Store",1063644,50006176,394830.302530434,472430.91148138,"4 - 12  Months Old Terminal"
"Region1","holding","Computer Store",1099941,50093400,450732.992196456,60422.4933336955,"4 - 12  Months Old Terminal"
"Region1","holding","Computer Store",1087965,50011089,491279.65595643,495828.442765865,"4 - 12  Months Old Terminal"
"Region1","holding","Computer Store",1045004,50060048,394819.603930926,485195.52239473,"New Terminal Inactive"
"Region1","holding","Computer Store",1038562,50066292,377164.234856609,371197.436193237,"4 - 12  Months Old Terminal"
"Region1","holding","Computer Store",1015842,50048246,401105.504597304,148030.261564767,"New Terminal Inactive"
"Region1","holding","Computer Store",1048647,50032892,7951.29507337697,96785.2314661723,"3 Months Old Terminal"
"Region1","holding","Computer Store",1038392,50041477,497587.820888031,482030.717202462,"> 12 Months"
"Region1","holding","Gaming Zone",1096761,50093263,192826.992030721,237381.810446503,"4 - 12  Months Old Terminal"
"Region1","holding","Gaming Zone",1088466,50039155,73519.1984728444,271570.488435216,"New Terminal Inactive"
"Region1","holding","Gaming Zone",1082772,50076724,271846.098730573,239167.105088476,"4 - 12  Months Old Terminal"
"Region1","holding","Gaming Zone",1048055,50098527,460189.352442278,209414.290599292,"3 Months Old Terminal"
"Region1","holding","Gaming Zone",1035351,50000451,74558.3832806442,56445.3043858521,"3 Months Old Terminal"
"Region1","holding","Gaming Zone",1088796,50065424,165820.264856331,260956.410929793,"4 - 12  Months Old Terminal"
"Region1","holding","Gaming Zone",1082200,50009771,210727.106366074,306462.877033046,"New Terminal Inactive"
"Region1","holding","Gaming Zone",1090442,50071691,24543.3661511634,462553.619926563,"> 12 Months"
"Region1","holding","Gaming Zone",1004921,50042726,302847.614341183,290346.114106942,"> 12 Months"
"Region1","holding","Gaming Zone",1086610,50001508,164431.843994418,279283.830951434,"4 - 12  Months Old Terminal"
"Region1","holding","Gaming Zone",1029436,50077580,407536.887933733,356361.165273236,"> 12 Months"
"Region1","holding","Gaming Zone",1043547,50081405,480446.023239521,117764.195491094,"3 Months Old Terminal"
"Region1","holding","Gaming Zone",1076945,50045453,226099.52483396,216916.629956337,"> 12 Months"
"Region1","holding","Gaming Zone",1076245,50064631,28935.0423691794,291777.172339149,"3 Months Old Terminal"
"Region1","holding","Gaming Zone",1004288,50050879,319559.917866718,336084.842518205,"> 12 Months"
"Region1","holding","Gaming Zone",1062183,50000811,243919.623411493,211308.095689863,"2 Months old Terminal"
"Region1","holding","Gaming Zone",1039425,50033475,263629.857351771,250388.047126587,"3 Months Old Terminal"
"Region1","holding","Gaming Zone",1075346,50054810,366152.549926424,52785.7043277472,"4 - 12  Months Old Terminal"
"Region1","holding","Gaming Zone",1089150,50048609,46539.1741141211,454154.338707682,"New Terminal Inactive"
"Region1","holding","Gaming Zone",1082665,50086601,149136.558546685,470451.185024576,"4 - 12  Months Old Terminal"
"Region1","holding","Gaming Zone",1045637,50047578,34538.4367255028,411611.900070915,"4 - 12  Months Old Terminal"
"Region1","holding","Gaming Zone",1025232,50097054,247789.126740303,347858.441887191,"> 12 Months"
"Region1","holding","Gaming Zone",1053107,50086627,413380.865679588,303805.091032526,"2 Months old Terminal"
"Region1","holding","Gaming Zone",1038025,50024749,293225.629638182,436041.439173976,"> 12 Months"
"Region1","holding","Gaming Zone",1058546,50040611,457034.23610446,137971.347006736,"New Terminal Inactive"
"Region1","holding","Gaming Zone",1099944,50048840,112617.388270563,19097.9253833648,"4 - 12  Months Old Terminal"
"Region1","holding","Super MArket",1024186,50001902,131597.663900349,4582.78648671694,"New Terminal Inactive"
"Region1","holding","Super MArket",1037786,50012952,17931.202692911,168855.565326987,"> 12 Months"
"Region1","holding","Super MArket",1081521,50031387,186879.460335243,109885.384388268,"2 Months old Terminal"
"Region1","holding","Super MArket",1058475,50059150,431409.726328449,106122.564686462,"> 12 Months"
"Region1","holding","Super MArket",1008636,50066890,26655.0809598994,235583.103413926,"> 12 Months"
"Region1","holding","Super MArket",1022795,50097947,73640.7565725967,357958.230059594,"New Terminal Inactive"
"Region1","holding","Super MArket",1045794,50011619,355143.933112267,142974.508677609,"2 Months old Terminal"
"Region1","holding","Super MArket",1075299,50080160,329058.4779575,484238.035057439,"4 - 12  Months Old Terminal"
"Region1","holding","Super MArket",1015132,50036061,223280.972400215,14755.6708976626,"3 Months Old Terminal"
"Region1","holding","Super MArket",1098670,50024409,70189.6255908068,396838.625855977,"4 - 12  Months Old Terminal"
"Region1","holding","Super MArket",1049289,50002311,406173.967936775,3504.10521053709,"4 - 12  Months Old Terminal"
"Region1","holding","Super MArket",1073109,50074540,477455.975570949,355994.720043615,"> 12 Months"
"Region1","holding","Super MArket",1038779,50062922,343644.108075416,314263.156446395,"2 Months old Terminal"
"Region1","holding","Super MArket",1077573,50062373,215714.750641491,181894.499533111,"3 Months Old Terminal"
"Region1","holding","Fast Food Centre",1056625,50007321,193465.870434418,119484.2684248,"2 Months old Terminal"
"Region1","holding","Fast Food Centre",1062899,50056050,428009.308247361,291736.217260128,"2 Months old Terminal"
"Region1","holding","Fast Food Centre",1040757,50028440,177136.921838857,424858.291178243,"New Terminal Inactive"
"Region1","holding","Fast Food Centre",1087497,50065644,467326.310354518,293863.467053277,"> 12 Months"
"Region1","holding","Fast Food Centre",1055383,50080765,331870.866618585,300653.606120264,"3 Months Old Terminal"
"Region1","holding","Fast Food Centre",1026182,50016207,48096.9804616179,259100.235563703,"> 12 Months"
"Region1","holding","Fast Food Centre",1089472,50058882,113777.743295301,235992.646566825,"New Terminal Inactive"
"Region1","holding","Fast Food Centre",1027309,50072998,38251.4962232672,176004.722570302,"4 - 12  Months Old Terminal"
"Region1","holding","Fast Food Centre",1097693,50020962,425593.398887664,340428.829863435,"> 12 Months"
"Region1","holding","Fast Food Centre",1096340,50064698,377359.384231502,310256.65897131,"4 - 12  Months Old Terminal"
"Region1","holding","Fast Food Centre",1020041,50009004,431281.960830791,153600.171289174,"4 - 12  Months Old Terminal"
"Region1","holding","Fast Food Centre",1081731,50065077,120201.56071824,135442.228863714,"3 Months Old Terminal"
"Region1","holding","Fast Food Centre",1062965,50048525,28249.1706665605,292216.557126725,"New Terminal Inactive"
"Region1","holding","Fast Food Centre",1070106,50030756,497508.076370461,308609.29231043,"2 Months old Terminal"
"Region2","retail","Retail Store",1012332,50099550,172378.332432359,188259.519846179,"> 12 Months"
"Region2","retail","Retail Store",1074359,50034951,14201.9541792106,381712.782595074,"3 Months Old Terminal"
"Region2","retail","Retail Store",1008073,50096241,133393.801093567,230642.918660538,"4 - 12  Months Old Terminal"
"Region2","retail","Retail Store",1050676,50098058,444529.359484557,247532.465422992,"4 - 12  Months Old Terminal"
"Region2","retail","Retail Store",1084642,50079843,139059.576888569,346261.884171981,"4 - 12  Months Old Terminal"
"Region2","retail","Retail Store",1091128,50080267,240964.576728176,287892.535100458,"> 12 Months"
"Region2","retail","Retail Store",1040315,50085532,376067.835135153,199161.561228568,"2 Months old Terminal"
"Region2","retail","Retail Store",1063942,50040114,498336.697395891,347961.989356671,"4 - 12  Months Old Terminal"
"Region2","retail","Retail Store",1050827,50011224,175652.616507374,47035.2307562716,"3 Months Old Terminal"
"Region2","retail","Retail Store",1025539,50017236,386178.450699896,391860.517688794,"4 - 12  Months Old Terminal"
"Region2","retail","Retail Store",1019621,50071483,446949.648147682,473004.628233844,"New Terminal Inactive"
"Region2","retail","Retail Store",1076075,50070895,25851.7059909645,223784.459335729,"4 - 12  Months Old Terminal"
"Region2","retail","Retail Store",1004115,50054784,461459.237612318,89275.5671180785,"4 - 12  Months Old Terminal"
"Region2","retail","Retail Store",1029549,50088031,163047.630365007,451610.15631631,"4 - 12  Months Old Terminal"
"Region2","retail","Retail Store",1075384,50056905,79310.5676448904,80567.6843884867,"4 - 12  Months Old Terminal"
"Region2","retail","Retail Store",1048545,50059688,204996.424306883,331336.645408766,"New Terminal Inactive"
"Region2","retail","Retail Store",1080937,50027616,457562.360657379,222787.730917102,"New Terminal Inactive"
"Region2","retail","Retail Store",1027723,50045950,363041.436301777,76571.1655227933,"> 12 Months"
"Region2","retail","Retail Store",1088352,50078242,80829.174221959,368302.008556435,"4 - 12  Months Old Terminal"
"Region2","retail","Retail Store",1030680,50082390,258204.399723327,30096.6326710768,"> 12 Months"
"Region2","retail","Retail Store",1045623,50075681,476538.789975457,80411.1253034789,"> 12 Months"
"Region2","retail","Retail Store",1050373,50057113,128881.598969921,425301.033142488,"New Terminal Inactive"
"Region2","retail","Retail Store",1065638,50044758,444187.647454441,256861.127865501,"2 Months old Terminal"
"Region2","retail","Retail Store",1079455,50027065,413640.077280113,352284.922719002,"New Terminal Inactive"
"Region2","retail","Retail Store",1003353,50059940,240460.811377969,114258.438181132,"2 Months old Terminal"
"Region2","retail","Kirana Store",1003703,50084926,189440.144756576,97605.4738988169,"New Terminal Inactive"
"Region2","retail","Kirana Store",1094903,50030218,109609.519747319,408255.646937992,"4 - 12  Months Old Terminal"
"Region2","retail","Kirana Store",1002765,50014923,87007.2255299892,289623.180270893,"4 - 12  Months Old Terminal"
"Region2","retail","Kirana Store",1022622,50021595,434726.765804924,338650.461568031,"> 12 Months"
"Region2","retail","Kirana Store",1050776,50073187,251696.282011224,484062.730193138,"New Terminal Inactive"
"Region2","retail","Kirana Store",1087208,50059193,168915.205202531,387228.977145627,"> 12 Months"
"Region2","retail","Kirana Store",1053088,50067144,481119.488015072,437677.22489452,"4 - 12  Months Old Terminal"
