"MDR","Region","Type","Category","Month","N_Merchant","N_EDC","A_Merchant","A_EDC","Tranasaction","Value","Inactive_Terminal","Active_Terminal"
258230.418362655,"Region2","retail","Fast Food Centre","January",1,5,0,5,18009,1250704,112,1617
131298.490311019,"Region2","retail","Fast Food Centre","February",1,8,1,0,10044,1617654,161,1696
136897.888220847,"Region2","retail","Fast Food Centre","March",1,4,1,0,11508,1677500,125,1668
350596.796651371,"Region2","retail","Fast Food Centre","April",2,10,1,0,12932,1412610,127,1333
254479.649476707,"Region2","retail","Fast Food Centre","May",0,0,0,5,12858,1208670,168,1746
183709.750697017,"Region2","retail","Fast Food Centre","June",1,4,1,0,11343,1425788,195,1922
233369.178487919,"Region2","retail","Fast Food Centre","July",2,7,0,1,10367,1802721,167,1671
365154.85830605,"Region2","retail","Fast Food Centre","August",1,5,0,2,11187,1816475,199,1701
154167.020926252,"Region2","retail","Fast Food Centre","September",0,0,0,3,17692,1729308,147,1347
336467.690696009,"Region2","retail","Fast Food Centre","October",1,8,0,5,16289,1907877,106,1855
204375.849640928,"Region2","retail","Fast Food Centre","November",0,0,0,0,13270,1911401,103,1604
359857.744164765,"Region2","holding","Retail Store","January",0,0,0,1,10120,1653083,136,1908
141750.928154215,"Region2","holding","Retail Store","February",1,7,0,1,13589,1006497,139,1755
182787.243742496,"Region2","holding","Retail Store","March",0,0,0,3,12313,1003125,135,1704
316177.540156059,"Region2","holding","Retail Store","April",2,16,0,4,15615,1871609,157,1928
305417.392589152,"Region2","holding","Retail Store","May",1,5,0,0,13564,1179591,189,1147
377808.789187111,"Region2","holding","Retail Store","June",1,6,0,0,18299,1951273,101,1016
200951.22626517,"Region2","holding","Retail Store","July",2,8,0,3,14258,1585706,175,1680
232772.67399244,"Region2","holding","Retail Store","August",1,6,0,0,16570,1877254,164,1220
317201.355891302,"Region2","holding","Retail Store","September",1,4,0,0,19651,1602980,148,1641
397155.326930806,"Region2","holding","Retail Store","October",0,0,0,3,12190,1073248,131,1203
174547.668779269,"Region2","holding","Retail Store","November",0,0,0,3,16035,1988830,170,1213
228830.113820732,"Region2","holding","Kirana Store","January",0,0,0,0,10302,1400312,188,1986
137614.927557297,"Region2","holding","Kirana Store","February",2,13,0,0,10566,1073694,101,1085
181591.934757307,"Region2","holding","Kirana Store","March",0,0,0,0,15030,1494274,189,1834
367561.94580812,"Region2","holding","Kirana Store","April",2,15,0,5,11523,1771420,111,1306
238364.107138477,"Region2","holding","Kirana Store","May",1,4,1,1,18272,1064944,138,1885
340117.360837758,"Region2","holding","Kirana Store","June",1,7,0,0,10712,1445952,136,1821
223869.635001756,"Region2","holding","Kirana Store","July",1,4,0,4,15412,1505966,157,1954
309006.836800836,"Region2","holding","Kirana Store","August",1,8,0,0,12618,1436631,144,1734
364254.256826825,"Region2","holding","Kirana Store","September",2,11,1,3,16855,1340240,108,1321
200988.37800324,"Region2","holding","Kirana Store","October",2,13,1,1,11847,1114003,117,1645
221666.401461698,"Region2","holding","Kirana Store","November",0,0,0,1,11206,1847058,196,1909
254487.250535749,"Region2","holding","Hotels","January",1,7,0,0,12193,1541489,186,1252
104455.940006301,"Region2","holding","Hotels","February",1,7,0,5,13844,1249848,138,1990
338628.392363898,"Region2","holding","Hotels","March",1,5,0,0,18294,1957743,125,1578
156923.048035242,"Region2","holding","Hotels","April",1,6,1,5,15697,1923654,134,1809
260116.831539199,"Region2","holding","Hotels","May",0,0,0,0,12513,1315172,131,1716
262914.069881663,"Region2","holding","Hotels","June",2,9,0,1,17390,1391053,111,1052
216964.487382211,"Region2","holding","Hotels","July",1,4,0,3,12186,1857818,190,1288
392259.699036367,"Region2","holding","Hotels","August",2,6,0,0,13907,1224620,196,1844
112852.764362469,"Region2","holding","Hotels","September",0,0,0,0,15848,1844661,172,1802
398487.109993584,"Region2","holding","Hotels","October",0,0,0,1,16941,1742075,112,1572
374956.260249019,"Region2","holding","Hotels","November",2,12,0,0,14999,1952335,172,1309
390060.365456156,"Region2","holding","Restaurants","January",2,15,0,1,16237,1170536,165,1216
321315.966569819,"Region2","holding","Restaurants","February",0,0,0,5,13991,1827000,140,1285
120658.76442939,"Region2","holding","Restaurants","March",0,0,1,5,16905,1966519,131,1197
191375.626646914,"Region2","holding","Restaurants","April",2,14,1,0,12824,1721612,122,1957
367298.16487059,"Region2","holding","Restaurants","May",0,0,0,3,14437,1495385,181,1512
207472.952874377,"Region2","holding","Restaurants","June",1,5,1,0,11580,1894493,147,1044
267488.380521536,"Region2","holding","Restaurants","July",1,7,0,0,14948,1591477,198,1973
132442.082255147,"Region2","holding","Restaurants","August",2,6,0,5,18128,1888415,154,1343
362335.912929848,"Region2","holding","Restaurants","September",2,13,0,0,13711,1103686,176,1927
243189.486372285,"Region2","holding","Restaurants","October",2,10,0,0,16731,1900430,104,1377
289131.371560507,"Region2","holding","Restaurants","November",0,0,1,4,15379,1664673,200,1013
356371.282110922,"Region2","holding","Airline","January",0,0,1,0,18115,1729438,148,1303
133614.496560767,"Region2","holding","Airline","February",1,7,0,0,13388,1608387,127,1182
139415.068808012,"Region2","holding","Airline","March",1,7,0,0,18732,1802315,119,1285
309583.239536732,"Region2","holding","Airline","April",1,6,0,1,18600,1359991,148,1886
127685.726596974,"Region2","holding","Airline","May",1,5,0,0,17229,1129266,103,1277
105311.953881755,"Region2","holding","Airline","June",0,0,0,1,19666,1860413,135,1477
390342.792496085,"Region2","holding","Airline","July",2,7,0,0,13168,1791724,137,1822
139204.08282429,"Region2","holding","Airline","August",0,0,0,2,10540,1587836,195,1504
102229.998842813,"Region2","holding","Airline","September",0,0,0,0,13159,1206483,189,1956
307646.094821393,"Region2","holding","Airline","October",1,8,0,1,10715,1928978,128,1733
191974.479262717,"Region2","holding","Airline","November",1,7,0,3,19724,1179382,161,1203
341182.297910564,"Region2","holding","Hardware Store","January",1,7,0,1,15699,1931019,136,1700
241434.762883,"Region2","holding","Hardware Store","February",1,4,1,0,13570,1846068,184,1371
120638.813404366,"Region2","holding","Hardware Store","March",1,6,0,0,15904,1337854,108,1336
210502.872359939,"Region2","holding","Hardware Store","April",2,12,0,0,19207,1400163,185,1958
179724.102234468,"Region2","holding","Hardware Store","May",2,7,0,5,14585,1628554,113,1695
236896.604299545,"Region2","holding","Hardware Store","June",0,0,0,0,19322,1982358,176,1802
391817.201324739,"Region2","holding","Hardware Store","July",1,6,1,0,12444,1541223,108,1001
317070.622020401,"Region2","holding","Hardware Store","August",2,15,1,2,12702,1073780,111,1007
172773.044835776,"Region2","holding","Hardware Store","September",1,7,0,3,18319,1310620,149,1956
321307.710325345,"Region2","holding","Hardware Store","October",1,8,0,0,11374,1034409,157,1696
168403.978645802,"Region2","holding","Hardware Store","November",2,9,1,0,19832,1948478,146,1595
334737.319429405,"Region2","holding","Computer Store","January",0,0,0,4,12495,1470691,196,1512
327410.247689113,"Region2","holding","Computer Store","February",1,7,0,0,10099,1041980,114,1948
160995.434597135,"Region2","holding","Computer Store","March",2,8,0,4,13651,1947523,171,1542
110513.553442433,"Region2","holding","Computer Store","April",1,3,1,4,13650,1741493,162,1193
228344.859252684,"Region2","holding","Computer Store","May",1,5,0,0,16019,1149927,133,1073
311880.287528038,"Region2","holding","Computer Store","June",1,7,0,0,19193,1995420,124,1144
326352.721336298,"Region2","holding","Computer Store","July",1,4,0,0,13811,1386493,164,1365
315516.048111022,"Region2","holding","Computer Store","August",0,0,0,0,14794,1570862,174,1828
350904.817972332,"Region2","holding","Computer Store","September",1,4,0,3,10837,1277839,126,1240
305058.876029216,"Region2","holding","Computer Store","October",2,9,0,0,17894,1821990,194,1983
237675.323267467,"Region2","holding","Computer Store","November",0,0,1,0,14889,1685860,193,1577
365244.105807506,"Region2","holding","Gaming Zone","January",0,0,0,4,19812,1285115,160,1723
179656.022810377,"Region2","holding","Gaming Zone","February",0,0,0,3,11716,1961080,159,1594
264406.045223586,"Region2","holding","Gaming Zone","March",0,0,0,0,10280,1216833,192,1735
136685.563996434,"Region2","holding","Gaming Zone","April",2,14,0,2,16698,1973452,170,1612
217791.760480031,"Region2","holding","Gaming Zone","May",1,4,0,0,10509,1527805,128,1868
299089.821171947,"Region2","holding","Gaming Zone","June",1,6,1,3,12669,1997516,126,1319
284714.051382616,"Region2","holding","Gaming Zone","July",2,13,0,5,10386,1913349,148,1997
174792.522820644,"Region2","holding","Gaming Zone","August",2,9,0,5,18126,1150645,106,1499
199336.004187353,"Region2","holding","Gaming Zone","September",2,7,0,2,16882,1684803,114,1758
395981.373428367,"Region2","holding","Gaming Zone","October",1,5,0,1,10160,1181507,194,1080
199565.426795743,"Region2","holding","Gaming Zone","November",1,5,0,0,12085,1552205,178,1785
181538.617890328,"Region2","holding","Super MArket","January",2,9,0,0,16835,1758999,135,1338
109312.880807556,"Region2","holding","Super MArket","February",0,0,0,0,19633,1986860,144,1721
384083.03137403,"Region2","holding","Super MArket","March",1,5,0,0,16684,1688428,172,1816
166671.964596026,"Region2","holding","Super MArket","April",0,0,1,0,11297,1268416,192,1771
282103.780470788,"Region2","holding","Super MArket","May",0,0,0,5,10638,1540291,193,1932
352376.804430969,"Region2","holding","Super MArket","June",1,4,0,0,18244,1399679,162,1542
222226.95206292,"Region2","holding","Super MArket","July",1,8,0,0,12898,1665735,176,1607
220237.39090655,"Region2","holding","Super MArket","August",1,8,0,0,12264,1701589,159,1514
246589.679853059,"Region2","holding","Super MArket","September",0,0,1,0,10051,1651009,101,1336
150291.011319496,"Region2","holding","Super MArket","October",1,6,1,0,14237,1970825,153,1422
139694.432262331,"Region2","holding","Super MArket","November",0,0,1,4,16192,1708769,132,1645
124551.400309429,"Region2","holding","Fast Food Centre","January",1,7,0,0,17471,1168367,156,1875
104264.678456821,"Region2","holding","Fast Food Centre","February",2,8,0,2,18446,1700168,146,1913
336307.320022024,"Region2","holding","Fast Food Centre","March",1,5,0,0,13505,1809202,167,1863
268462.368985638,"Region2","holding","Fast Food Centre","April",2,6,0,0,14862,1434258,134,1612
252896.947227418,"Region2","holding","Fast Food Centre","May",0,0,0,4,16210,1517242,127,1177
194055.646797642,"Region2","holding","Fast Food Centre","June",1,7,0,3,17782,1020770,122,1636
314875.123160891,"Region2","holding","Fast Food Centre","July",1,6,0,0,11378,1984591,127,1964
279686.757270247,"Region2","holding","Fast Food Centre","August",1,4,0,0,19580,1593630,172,1387
208253.418910317,"Region2","holding","Fast Food Centre","September",0,0,1,4,17667,1465590,153,1619
152315.483591519,"Region2","holding","Fast Food Centre","October",0,0,0,3,15507,1254878,161,1488
177389.327366836,"Region2","holding","Fast Food Centre","November",1,6,0,0,19778,1441885,121,1180
115149.59638007,"Region3","retail","Retail Store","January",0,0,0,4,14441,1775509,119,1895
200631.673261523,"Region3","retail","Retail Store","February",1,5,0,1,16941,1498359,199,1319
337414.360023104,"Region3","retail","Retail Store","March",0,0,0,0,12563,1616670,152,1163
111055.882833898,"Region3","retail","Retail Store","April",1,7,1,1,14528,1304372,103,1393
146339.934575371,"Region3","retail","Retail Store","May",1,7,1,0,14547,1430746,133,1859
235615.880927071,"Region3","retail","Retail Store","June",2,9,0,3,19960,1936901,127,1497
110201.325872913,"Region3","retail","Retail Store","July",1,7,0,2,11969,1365547,148,1577
125845.68336606,"Region3","retail","Retail Store","August",1,4,0,1,12334,1866650,110,1537
225410.26212275,"Region3","retail","Retail Store","September",1,3,0,5,17253,1475512,121,1712
108884.187461808,"Region3","retail","Retail Store","October",1,7,0,0,18970,1802033,113,1503
365082.045132294,"Region3","retail","Retail Store","November",1,5,0,1,10286,1781585,189,1412
232106.328266673,"Region3","retail","Kirana Store","January",0,0,1,0,13760,1805133,113,1693
147683.868813328,"Region3","retail","Kirana Store","February",1,4,0,0,11041,1606212,179,1218
399625.738174655,"Region3","retail","Kirana Store","March",1,7,1,4,12409,1535605,195,1743
113962.080399506,"Region3","retail","Kirana Store","April",2,15,1,1,18903,1999987,170,1046
243771.464051679,"Region3","retail","Kirana Store","May",1,3,0,0,19440,1171977,129,1954
192119.173891842,"Region3","retail","Kirana Store","June",0,0,0,0,10384,1726598,154,1879
265835.967171006,"Region3","retail","Kirana Store","July",2,13,1,1,17911,1829158,112,1238
185865.187831223,"Region3","retail","Kirana Store","August",1,8,0,0,14835,1997253,171,1627
300374.924717471,"Region3","retail","Kirana Store","September",0,0,0,0,16940,1092068,128,1427
101608.984055929,"Region3","retail","Kirana Store","October",2,8,1,0,18215,1654089,194,1900
187493.2421837,"Region3","retail","Kirana Store","November",1,6,0,4,11714,1994707,174,1478
163569.259666838,"Region3","retail","Hotels","January",2,12,0,0,18060,1686528,198,1752
220917.357364669,"Region3","retail","Hotels","February",0,0,1,0,19875,1397430,163,1684
263878.640159965,"Region3","retail","Hotels","March",1,6,0,0,16695,1830881,198,1995
127949.638711289,"Region3","retail","Hotels","April",2,12,0,0,19762,1209073,131,1951
169082.903862,"Region3","retail","Hotels","May",2,14,1,0,12905,1401080,112,1546
114146.7099078,"Region3","retail","Hotels","June",1,7,0,0,14765,1197369,137,1645
359302.202728577,"Region3","retail","Hotels","July",0,0,1,1,11385,1014961,134,1051
113319.984148256,"Region3","retail","Hotels","August",0,0,0,1,19969,1075119,190,1769
290104.949520901,"Region3","retail","Hotels","September",1,5,0,0,18464,1812689,106,1040
288389.028375968,"Region3","retail","Hotels","October",0,0,0,3,15687,1502651,159,1569
270051.814406179,"Region3","retail","Hotels","November",1,6,0,0,12212,1467481,105,1422
280424.428242259,"Region3","retail","Restaurants","January",1,7,0,4,10290,1961925,163,1276
305816.948204301,"Region3","retail","Restaurants","February",0,0,0,0,10986,1040606,134,1730
294145.91609966,"Region3","retail","Restaurants","March",2,9,0,2,17329,1634513,108,1956
363567.221909761,"Region3","retail","Restaurants","April",0,0,0,0,19576,1595576,112,1704
380497.353780083,"Region3","retail","Restaurants","May",1,5,0,0,16219,1005867,148,1444
290296.268626116,"Region3","retail","Restaurants","June",0,0,0,0,13188,1769955,154,1059
185120.260925032,"Region3","retail","Restaurants","July",1,5,0,0,14960,1942023,133,1166
385208.448697813,"Region3","retail","Restaurants","August",0,0,0,0,14720,1115357,141,1822
153234.677459113,"Region3","retail","Restaurants","September",0,0,0,0,19715,1626032,147,1639
164595.955004916,"Region3","retail","Restaurants","October",0,0,1,5,10378,1633109,200,1031
398742.383997887,"Region3","retail","Restaurants","November",1,3,0,0,15957,1289291,105,1254
314534.349134192,"Region3","retail","Airline","January",0,0,0,5,11006,1722846,134,1628
127484.164526686,"Region3","retail","Airline","February",2,9,0,5,17668,1280129,136,1086
213856.822880916,"Region3","retail","Airline","March",2,11,0,3,17314,1853915,173,1797
340673.173288815,"Region3","retail","Airline","April",1,6,0,0,11126,1400156,149,1712
207017.693156376,"Region3","retail","Airline","May",2,13,1,2,10712,1754891,103,1449
298832.507361658,"Region3","retail","Airline","June",2,16,0,0,12226,1739029,174,1084
288800.717145205,"Region3","retail","Airline","July",1,4,0,0,14268,1991747,195,1849
255087.485676631,"Region3","retail","Airline","August",2,10,0,2,11731,1004423,150,1748
348163.80830016,"Region3","retail","Airline","September",0,0,0,0,13485,1098113,104,1711
242755.670845509,"Region3","retail","Airline","October",1,6,0,0,14788,1268204,158,1827
269014.579174109,"Region3","retail","Airline","November",2,15,0,0,16141,1427263,101,1367
